"dt"
2016-09-02 05:15:00
2015-11-18 12:48:00
2017-03-27 21:18:00
2015-04-06 19:16:00
2015-01-09 01:36:00
2015-08-03 00:15:00
2017-05-19 20:12:00
2015-10-03 01:51:00
2016-08-09 17:24:00
2016-10-03 07:56:00
2017-03-14 16:48:00
2015-02-11 22:59:00
2017-02-15 07:31:00
2017-01-31 14:05:00
2016-03-03 01:18:00
2015-06-25 07:53:00
2016-01-08 22:45:00
2015-11-04 18:10:00
2016-01-30 01:26:00
2016-03-21 20:13:00
2016-07-08 00:55:00
2015-02-04 13:32:00
2016-01-23 09:43:00
2016-11-25 04:10:00
2015-04-22 06:38:00
2015-01-02 00:59:00
2015-12-13 06:47:00
2015-01-06 19:15:00
2016-10-14 15:18:00
2016-11-05 01:13:00
2015-08-11 05:57:00
2016-05-22 00:33:00
2015-09-15 14:45:00
2016-11-29 09:21:00
2015-06-03 16:26:00
2016-03-14 02:43:00
2016-03-17 07:15:00
2015-02-26 11:46:00
2015-12-08 18:56:00
2015-10-03 19:40:00
2015-01-29 16:44:00
2015-12-16 05:29:00
2015-11-21 12:33:00
2016-06-15 11:33:00
2016-12-19 03:37:00
2017-05-05 10:06:00
2016-11-28 21:16:00
2015-10-21 18:59:00
2016-05-15 18:21:00
2015-12-15 07:26:00
2015-11-05 18:45:00
2016-04-25 11:24:00
2015-10-09 14:39:00
2015-04-20 18:56:00
2015-05-22 10:58:00
2016-04-10 20:26:00
2016-01-05 06:04:00
2015-12-18 17:51:00
2016-11-27 20:20:00
2016-09-14 19:23:00
2015-02-23 03:17:00
2015-10-10 18:25:00
2016-05-18 14:26:00
2016-04-16 23:45:00
2017-02-18 01:18:00
2015-03-21 01:46:00
2015-07-23 11:10:00
2015-11-01 09:56:00
2017-01-09 05:56:00
2015-01-23 13:06:00
2015-05-22 16:53:00
2015-04-07 02:11:00
2015-10-25 15:27:00
2015-02-04 19:14:00
2016-07-17 19:07:00
2015-07-30 10:17:00
2016-05-02 12:02:00
2015-03-17 16:02:00
2015-10-02 10:09:00
2015-03-19 18:41:00
2015-04-11 19:34:00
2016-09-09 12:07:00
2016-11-25 16:05:00
2015-07-15 07:54:00
2016-11-10 18:09:00
2015-02-05 19:46:00
2016-04-23 00:15:00
2016-07-28 18:02:00
2015-06-22 10:21:00
2016-05-13 05:18:00
2015-01-22 17:24:00
2016-04-07 13:25:00
2016-06-26 04:02:00
2017-05-16 03:35:00
2017-01-14 22:59:00
2015-03-05 10:54:00
2016-02-02 23:57:00
2015-03-01 03:21:00
2017-02-15 07:43:00
2016-04-24 01:02:00
2015-03-31 04:50:00
2016-09-29 23:23:00
2015-08-13 14:13:00
2017-02-02 19:34:00
2015-06-29 21:35:00
2015-11-27 21:01:00
2015-10-26 05:47:00
2016-08-16 13:04:00
2017-05-16 08:42:00
2015-09-03 22:06:00
2016-05-23 18:45:00
2016-05-21 17:06:00
2017-04-08 09:31:00
2015-03-14 05:43:00
2015-11-09 21:44:00
2015-09-18 15:02:00
2016-03-04 22:57:00
2015-09-21 17:24:00
2016-12-01 21:40:00
2015-11-17 18:33:00
2015-02-09 11:35:00
2015-06-13 13:40:00
2017-05-15 17:21:00
2015-12-06 09:43:00
2015-06-13 09:39:00
2016-08-19 21:41:00
2015-02-18 07:32:00
2015-04-17 07:33:00
2016-03-21 09:51:00
2015-08-07 05:56:00
2015-01-13 01:31:00
2016-07-11 09:25:00
2016-10-19 11:07:00
2016-02-08 17:57:00
2016-11-18 23:05:00
2015-04-23 17:06:00
2017-01-06 22:18:00
2015-06-25 08:21:00
2016-02-17 02:17:00
2016-12-29 05:17:00
2017-03-03 06:51:00
2015-03-26 03:18:00
2016-08-10 16:46:00
2015-12-09 10:32:00
2017-02-08 06:09:00
2016-10-29 09:31:00
2015-06-14 05:16:00
2016-06-01 22:57:00
2016-12-08 04:03:00
2017-02-06 13:51:00
2017-03-09 08:11:00
2017-04-23 09:36:00
2016-06-23 03:49:00
2015-09-28 20:30:00
2017-03-11 15:41:00
2017-01-16 01:53:00
2016-05-23 00:41:00
2016-11-02 14:19:00
2016-11-13 20:52:00
2016-01-09 04:25:00
2016-01-22 22:11:00
2016-07-19 01:21:00
2015-06-13 23:44:00
2016-09-17 01:24:00
2015-03-10 00:17:00
2015-08-06 17:20:00
2015-12-31 03:46:00
2016-06-26 13:41:00
2015-07-04 12:20:00
2015-05-31 19:43:00
2017-03-28 09:39:00
2016-07-01 02:55:00
2016-09-13 16:34:00
2015-08-28 07:49:00
2015-05-08 07:41:00
2015-03-12 14:15:00
2016-01-17 14:54:00
2016-12-23 05:32:00
2016-03-23 09:20:00
2015-08-12 09:10:00
2017-01-07 08:24:00
2016-03-03 22:42:00
2016-12-04 07:04:00
2017-03-03 07:50:00
2015-05-09 19:37:00
2016-01-04 11:42:00
2015-03-26 19:00:00
2016-08-16 19:33:00
2016-10-25 15:38:00
2015-09-10 10:08:00
2016-02-18 11:36:00
2015-04-02 01:58:00
2015-10-11 04:49:00
2016-12-07 12:39:00
2016-10-08 10:18:00
2015-11-11 03:12:00
2016-03-21 06:51:00
2016-10-19 06:27:00
2017-02-19 06:29:00
2016-05-10 01:05:00
2016-04-16 04:50:00
2016-11-11 15:22:00
2017-04-07 16:57:00
2017-04-08 05:15:00
2017-03-08 11:36:00
2016-04-30 01:12:00
2016-05-22 09:51:00
2015-09-03 00:47:00
2015-06-04 22:30:00
2015-07-17 06:06:00
2016-11-21 00:45:00
2016-11-03 09:54:00
2016-01-20 23:17:00
2015-01-10 02:11:00
2015-03-09 12:43:00
2016-05-18 21:07:00
2017-04-13 03:17:00
2015-03-17 04:38:00
2015-12-15 04:22:00
2015-02-01 01:18:00
2015-04-05 21:27:00
2015-05-04 06:37:00
2017-04-18 21:57:00
2015-02-19 07:20:00
2017-04-08 23:31:00
2016-11-28 05:00:00
2015-11-13 15:11:00
2016-04-16 22:40:00
2016-03-15 19:16:00
2015-09-08 12:00:00
2016-09-30 22:08:00
2017-03-28 15:02:00
2015-02-01 04:32:00
2015-03-28 11:18:00
2015-12-04 07:43:00
2017-01-25 05:28:00
2015-04-15 04:49:00
2017-01-01 13:17:00
2016-10-03 13:50:00
2017-03-04 16:18:00
2017-04-19 04:32:00
2015-12-11 01:31:00
2015-12-17 14:19:00
2016-01-20 13:36:00
2015-10-05 03:58:00
2015-10-29 06:41:00
2016-08-12 10:08:00
2015-12-14 11:23:00
2015-11-01 18:49:00
2015-11-27 18:35:00
2016-08-12 09:14:00
2015-11-28 12:58:00
2015-01-03 06:59:00
2017-03-30 20:28:00
2016-03-16 06:16:00
2016-01-04 16:18:00
2016-06-30 20:10:00
2015-01-03 19:31:00
2016-10-31 14:30:00
2016-04-10 02:51:00
2017-01-27 08:47:00
2015-12-11 16:10:00
2015-05-22 05:49:00
2015-01-28 13:13:00
2015-12-06 03:57:00
2016-04-06 16:50:00
2016-09-29 03:04:00
2015-10-28 00:29:00
2016-04-16 14:18:00
2015-09-05 10:10:00
2016-04-06 15:38:00
2016-07-04 10:07:00
2016-02-03 18:03:00
2015-07-24 08:07:00
2015-05-05 08:58:00
2015-04-02 15:24:00
2016-09-07 13:46:00
2017-01-22 16:15:00
2016-12-23 10:46:00
2015-08-19 04:22:00
2017-05-05 04:02:00
2016-02-29 19:50:00
2015-10-19 05:18:00
2016-11-10 04:54:00
2015-06-11 04:50:00
2017-05-15 03:45:00
2015-07-21 21:59:00
2015-08-22 13:01:00
2015-02-21 04:54:00
2015-09-17 10:47:00
2015-07-24 08:08:00
2016-11-05 15:26:00
2015-08-21 12:36:00
2015-01-25 00:28:00
2015-08-23 16:05:00
2016-04-10 00:25:00
2015-11-17 14:38:00
2016-08-14 23:39:00
2017-04-27 14:22:00
2016-11-11 16:49:00
2015-11-18 23:21:00
2017-04-05 22:51:00
2015-08-27 00:45:00
2015-02-06 05:18:00
2015-05-02 09:03:00
2016-05-19 16:40:00
2016-06-28 04:04:00
2016-10-07 00:14:00
2016-04-07 19:42:00
2015-02-21 14:54:00
2015-02-16 12:51:00
2017-05-01 23:02:00
2017-03-06 20:39:00
2017-01-26 23:31:00
2015-10-01 02:32:00
2015-01-07 17:31:00
2016-04-22 10:10:00
2015-12-23 18:44:00
2017-03-12 01:19:00
2016-01-20 09:05:00
2015-06-30 06:48:00
2016-01-11 11:24:00
2015-02-28 22:10:00
2016-06-30 20:19:00
2015-10-13 13:12:00
2015-06-19 13:37:00
2016-08-24 16:48:00
2015-09-09 08:09:00
2017-03-13 15:04:00
2015-01-14 14:37:00
2016-01-07 09:17:00
2015-04-29 13:07:00
2017-05-01 22:42:00
2015-11-25 09:03:00
2016-10-13 06:17:00
2016-09-26 15:58:00
2016-12-29 00:44:00
2017-01-08 06:23:00
2016-07-19 17:37:00
2015-12-30 05:07:00
2015-08-01 02:32:00
2016-01-22 09:38:00
2015-07-24 22:18:00
2016-09-18 12:18:00
2017-01-24 02:01:00
2015-10-17 18:27:00
2017-01-01 00:15:00
2017-03-30 11:54:00
2016-08-23 09:03:00
2015-01-08 21:14:00
2017-03-03 15:27:00
2015-03-20 02:01:00
2016-04-26 20:33:00
2015-03-25 04:42:00
2015-12-09 10:21:00
2016-04-09 20:02:00
2016-03-21 19:18:00
2015-11-12 15:58:00
2015-07-16 05:27:00
2016-06-14 03:49:00
2015-10-09 18:41:00
2015-06-19 23:13:00
2016-02-15 19:51:00
2015-06-19 00:06:00
2015-04-23 11:13:00
2016-06-08 10:31:00
2016-05-13 05:17:00
2015-05-06 19:35:00
2017-03-08 03:01:00
2015-08-09 09:16:00
2015-07-23 20:15:00
2017-04-13 15:21:00
2015-07-29 10:16:00
2016-07-22 03:10:00
2015-11-10 08:36:00
2015-07-28 08:01:00
2017-02-14 16:28:00
2016-05-10 08:49:00
2016-01-09 01:32:00
2015-12-28 12:50:00
2016-06-15 18:31:00
2016-09-14 02:00:00
2015-02-12 16:21:00
2017-05-06 03:54:00
2017-03-02 11:16:00
2016-07-16 14:35:00
2017-01-05 23:35:00
2016-08-13 07:42:00
2017-02-18 22:02:00
2016-10-07 06:18:00
2017-04-02 09:15:00
2016-06-01 07:53:00
2015-11-26 12:25:00
2015-01-11 22:56:00
2015-01-17 02:03:00
2015-12-04 15:05:00
2015-02-12 12:32:00
2015-04-17 06:58:00
2016-06-05 14:59:00
2015-10-18 06:39:00
2017-02-10 01:46:00
2016-06-25 15:14:00
2015-10-15 19:54:00
2015-09-14 15:38:00
2017-05-19 01:17:00
2016-12-15 16:10:00
2016-06-27 19:49:00
2016-12-18 15:02:00
2016-02-02 18:28:00
2017-02-15 09:07:00
2015-09-20 15:30:00
2015-07-02 13:12:00
2015-07-05 12:43:00
2015-04-03 20:22:00
2016-08-23 05:13:00
2015-03-09 15:50:00
2016-10-13 16:15:00
2016-04-17 17:00:00
2016-07-06 06:48:00
2015-03-15 18:45:00
2016-01-22 01:01:00
2016-09-05 00:21:00
2017-03-14 23:38:00
2016-12-01 20:43:00
2015-11-30 06:08:00
2015-01-29 18:39:00
2017-05-06 13:53:00
2016-05-06 04:49:00
2015-11-16 21:12:00
2016-01-30 03:22:00
2015-08-25 16:11:00
2015-04-27 05:37:00
2015-09-04 07:30:00
2015-03-15 21:51:00
2016-03-12 16:54:00
2016-06-24 13:20:00
2016-05-12 16:19:00
2017-03-01 22:09:00
2015-11-14 12:22:00
2016-12-12 00:47:00
2016-05-15 07:25:00
2015-07-15 16:40:00
2015-03-16 15:03:00
2015-12-31 09:29:00
2016-12-10 18:53:00
2015-04-01 05:35:00
2015-02-17 02:42:00
2016-01-04 09:26:00
2016-11-10 04:18:00
2016-03-02 23:03:00
2017-05-16 07:20:00
2016-06-20 05:39:00
2016-03-11 07:58:00
2017-05-17 05:08:00
2015-03-06 18:57:00
2016-07-15 09:26:00
2016-04-07 17:58:00
2015-09-12 05:46:00
2017-04-27 12:14:00
2016-11-30 14:46:00
2015-11-28 00:46:00
2015-03-22 07:49:00
2017-03-01 15:17:00
2015-06-23 16:55:00
2015-12-17 09:03:00
2016-07-15 05:05:00
2016-02-10 09:46:00
2017-04-17 13:54:00
2016-04-10 03:05:00
2015-08-17 16:08:00
2016-03-20 17:46:00
2015-01-09 01:42:00
2015-06-07 17:57:00
2017-02-25 10:33:00
2015-04-15 14:09:00
2016-02-08 22:28:00
2016-08-15 08:44:00
2015-05-19 20:38:00
2016-07-23 05:19:00
2016-09-21 21:40:00
2016-11-09 16:47:00
2015-03-12 17:27:00
2016-07-04 06:31:00
2015-08-12 22:00:00
2016-06-30 23:11:00
2016-09-10 22:57:00
2016-05-27 00:02:00
2016-03-05 14:22:00
2015-07-11 19:05:00
2017-04-07 08:21:00
2016-08-15 05:56:00
2016-04-11 02:45:00
2016-07-14 08:06:00
2015-01-03 11:55:00
2016-12-31 06:36:00
2016-08-19 13:45:00
2015-10-13 17:31:00
2017-01-07 07:57:00
2015-07-26 03:54:00
2015-10-16 22:59:00
2015-05-15 16:21:00
2015-01-28 14:31:00
2015-05-28 20:00:00
2017-02-12 17:23:00
2015-01-18 11:26:00
2015-07-29 02:20:00
2016-07-28 03:33:00
2016-03-28 04:09:00
2016-12-31 06:32:00
2017-05-16 07:57:00
2016-05-11 11:48:00
2016-05-24 07:25:00
2016-03-06 01:40:00
2016-07-09 05:06:00
2016-11-03 14:36:00
2016-03-04 00:41:00
2016-08-22 03:16:00
2016-01-14 20:09:00
2015-08-15 02:36:00
2015-09-10 00:45:00
2015-10-01 03:22:00
2016-09-11 08:26:00
2015-04-11 20:16:00
2016-12-10 02:28:00
2015-07-14 22:34:00
2017-05-03 03:44:00
2016-07-12 10:30:00
2015-02-25 08:00:00
2015-09-14 18:02:00
2016-11-28 14:28:00
2016-09-27 16:09:00
2015-05-14 23:43:00
2016-08-19 12:33:00
2015-09-16 13:04:00
2015-05-31 08:37:00
2016-07-16 13:59:00
2016-09-09 09:08:00
2015-01-17 09:38:00
2016-07-29 16:03:00
2015-12-18 18:41:00
2015-10-06 15:54:00
2016-05-04 08:33:00
2017-02-08 05:13:00
2017-03-19 05:55:00
2015-03-01 01:10:00
2017-02-03 17:23:00
2016-03-14 21:17:00
2015-02-22 12:05:00
2017-04-14 14:01:00
2015-04-08 03:27:00
2017-04-12 20:04:00
2016-08-21 01:18:00
2015-02-21 20:05:00
2017-02-26 07:58:00
2016-03-28 16:58:00
2016-03-02 19:47:00
2015-06-13 18:06:00
2016-08-19 08:53:00
2015-05-02 09:54:00
2015-08-13 14:24:00
2015-04-18 14:58:00
2015-02-28 12:26:00
2015-07-01 17:25:00
2016-09-27 12:38:00
2017-03-09 01:39:00
2017-03-24 18:26:00
2015-10-28 09:00:00
2016-09-14 19:55:00
2016-03-12 10:01:00
2015-04-20 11:00:00
2016-07-20 17:31:00
2015-12-14 08:54:00
2015-02-26 07:30:00
2017-02-15 17:50:00
2017-01-02 00:03:00
2015-01-08 06:37:00
2016-10-18 21:53:00
2015-02-16 17:10:00
2015-05-15 01:14:00
2016-09-15 12:11:00
2016-10-03 02:56:00
2016-02-05 16:26:00
2015-08-28 17:57:00
2015-02-07 15:27:00
2015-11-16 14:53:00
2015-11-14 20:34:00
2017-05-12 01:35:00
2016-09-18 02:11:00
2015-04-14 21:37:00
2016-08-22 04:56:00
2016-08-30 15:42:00
2016-05-13 12:41:00
2016-06-11 06:30:00
2016-05-14 20:34:00
2015-04-26 12:14:00
2015-08-31 05:10:00
2017-03-28 07:45:00
2016-09-21 12:07:00
2015-05-31 11:26:00
2016-03-10 11:37:00
2016-04-07 00:38:00
2017-04-17 08:37:00
2016-05-02 17:02:00
2015-06-30 06:49:00
2015-02-22 03:37:00
2015-01-09 06:57:00
2015-11-18 05:25:00
2016-10-25 17:22:00
2016-07-17 20:46:00
2016-10-03 21:11:00
2017-03-22 00:43:00
2015-03-25 14:57:00
2016-09-03 07:21:00
2015-05-05 04:38:00
2017-01-28 19:06:00
2017-02-12 08:44:00
2015-12-30 12:42:00
2017-01-22 08:55:00
2015-09-07 05:31:00
2017-03-14 08:31:00
2016-02-27 07:47:00
2015-11-27 12:45:00
2017-05-10 01:34:00
2017-02-04 19:29:00
2015-03-10 08:58:00
2015-05-15 14:54:00
2017-03-07 23:14:00
2015-01-26 05:40:00
2017-05-16 21:30:00
2015-05-21 04:34:00
2015-03-09 22:31:00
2016-03-11 10:33:00
2015-02-01 13:26:00
2017-03-10 11:40:00
2015-11-18 10:50:00
2016-01-03 03:32:00
2015-09-29 15:17:00
2016-11-15 16:22:00
2016-07-09 22:27:00
2016-03-18 03:04:00
2016-10-01 14:33:00
2015-05-22 23:04:00
2016-07-01 16:00:00
2016-07-11 18:39:00
2016-10-27 01:44:00
2015-10-04 05:44:00
2016-03-04 18:56:00
2015-07-12 12:01:00
2015-02-04 19:15:00
2016-12-08 12:45:00
2017-05-06 14:30:00
2016-08-17 14:08:00
2016-11-18 12:16:00
2016-03-10 00:51:00
2015-04-03 08:10:00
2017-02-24 12:19:00
2017-04-14 22:40:00
2016-11-24 20:04:00
2015-03-25 16:24:00
2015-09-08 14:31:00
2015-09-11 21:51:00
2016-12-16 08:01:00
2015-11-13 23:49:00
2015-02-02 20:15:00
2016-08-14 01:33:00
2016-02-16 19:15:00
2016-06-23 11:04:00
2015-09-19 03:23:00
2017-05-02 18:15:00
2016-04-20 12:08:00
2016-06-16 08:15:00
2016-06-23 14:31:00
2016-03-12 22:44:00
2015-06-28 00:29:00
2016-11-14 18:03:00
2017-03-31 05:27:00
2015-03-11 20:37:00
2015-01-20 13:42:00
2015-11-03 07:56:00
2015-09-20 23:48:00
2016-04-07 14:10:00
2017-03-03 10:11:00
2015-01-19 23:37:00
2015-11-16 21:39:00
2015-03-22 00:31:00
2016-06-03 01:57:00
2015-12-12 02:56:00
2015-03-01 02:27:00
2015-01-08 01:23:00
2016-10-09 07:38:00
2016-12-12 15:17:00
2015-11-30 01:27:00
2015-12-16 03:46:00
2016-04-04 17:41:00
2017-04-12 22:37:00
2015-10-07 12:18:00
2015-06-15 00:24:00
2016-09-11 02:46:00
2016-01-24 16:26:00
2016-08-28 15:00:00
2016-01-21 04:58:00
2015-11-09 23:21:00
2015-09-05 12:48:00
2016-09-27 17:12:00
2015-03-11 10:44:00
2016-03-09 04:46:00
2017-01-20 21:52:00
2016-06-03 19:55:00
2016-07-20 05:10:00
2015-09-25 05:58:00
2015-12-07 04:46:00
